Arbeitslos gemeldete Personen im Alter 15-64 Jahre nach Geschlecht (absolut und pro 1.000 EinwohnerInnen) im Jahresdurchschnitt seit 2002 - Bezirke Wien | Annual average of unemployed persons aged 15-64 by sex (absolute and per 1.000 inhabitants) since 2002 - districts of Vienna;;;;;;;;;
NUTS;DISTRICT_CODE;SUB_DISTRICT_CODE;REF_YEAR;REF_DATE;SEX;UEP_VALUE;UEP_DENSITY;;
AT13;90100;90100;2021;2021;2; 208 ; 41,35 ;;
AT13;90200;90200;2021;2021;2; 3.819 ; 104,35 ;;
AT13;90300;90300;2021;2021;2; 2.851 ; 84,58 ;;
AT13;90400;90400;2021;2021;2; 863 ; 73,38 ;;
AT13;90500;90500;2021;2021;2; 2.126 ; 108,16 ;;
AT13;90600;90600;2021;2021;2; 914 ; 79,14 ;;
AT13;90700;90700;2021;2021;2; 744 ; 62,77 ;;
AT13;90800;90800;2021;2021;2; 477 ; 55,26 ;;
AT13;90900;90900;2021;2021;2; 887 ; 56,40 ;;
AT13;91000;91000;2021;2021;2; 9.987 ; 143,00 ;;
AT13;91100;91100;2021;2021;2; 5.152 ; 143,43 ;;
AT13;91200;91200;2021;2021;2; 4.581 ; 136,80 ;;
AT13;91300;91300;2021;2021;2; 1.275 ; 74,27 ;;
AT13;91400;91400;2021;2021;2; 3.077 ; 98,04 ;;
AT13;91500;91500;2021;2021;2; 3.312 ; 123,84 ;;
AT13;91600;91600;2021;2021;2; 4.015 ; 114,75 ;;
AT13;91700;91700;2021;2021;2; 1.982 ; 101,43 ;;
AT13;91800;91800;2021;2021;2; 1.315 ; 71,71 ;;
AT13;91900;91900;2021;2021;2; 1.941 ; 79,27 ;;
AT13;92000;92000;2021;2021;2; 4.034 ; 139,24 ;;
AT13;92100;92100;2021;2021;2; 7.255 ; 121,59 ;;
AT13;92200;92200;2021;2021;2; 6.750 ; 95,88 ;;
AT13;92300;92300;2021;2021;2; 3.772 ; 100,67 ;;
AT13;90000;90000;2022;2022;2; 60.859 ; 89,91 ;;
AT13;90100;90100;2022;2022;2; 170 ; 32,09 ;;
AT13;90200;90200;2022;2022;2; 3.150 ; 83,92 ;;
AT13;90300;90300;2022;2022;2; 2.368 ; 68,14 ;;
AT13;90400;90400;2022;2022;2; 698 ; 58,72 ;;
AT13;90500;90500;2022;2022;2; 1.751 ; 88,48 ;;
AT13;90600;90600;2022;2022;2; 743 ; 63,29 ;;
AT13;90700;90700;2022;2022;2; 574 ; 48,38 ;;
AT13;90800;90800;2022;2022;2; 387 ; 43,82 ;;
AT13;90900;90900;2022;2022;2; 727 ; 45,85 ;;
AT13;91000;91000;2022;2022;2; 8.694 ; 122,21 ;;
AT13;91100;91100;2022;2022;2; 4.543 ; 123,66 ;;
AT13;91200;91200;2022;2022;2; 4.008 ; 117,45 ;;
AT13;91300;91300;2022;2022;2; 1.077 ; 60,66 ;;
AT13;91400;91400;2022;2022;2; 2.613 ; 81,90 ;;
AT13;91500;91500;2022;2022;2; 2.833 ; 106,17 ;;
AT13;91600;91600;2022;2022;2; 3.344 ; 95,61 ;;
AT13;91700;91700;2022;2022;2; 1.644 ; 83,95 ;;
AT13;91800;91800;2022;2022;2; 1.061 ; 57,01 ;;
AT13;91900;91900;2022;2022;2; 1.664 ; 66,34 ;;
AT13;92000;92000;2022;2022;2; 3.404 ; 117,17 ;;
AT13;92100;92100;2022;2022;2; 6.408 ; 104,03 ;;
AT13;92200;92200;2022;2022;2; 5.697 ; 77,66 ;;
AT13;92300;92300;2022;2022;2; 3.302 ; 85,32 ;;
AT13;90000;90000;2023;2023;2; 61.218 ; 88,97 ;;
AT13;90100;90100;2023;2023;2; 180 ; 32,69 ;;
AT13;90200;90200;2023;2023;2; 3.107 ; 80,33 ;;
AT13;90300;90300;2023;2023;2; 2.391 ; 67,31 ;;
AT13;90400;90400;2023;2023;2; 700 ; 58,85 ;;
AT13;90500;90500;2023;2023;2; 1.697 ; 85,62 ;;
AT13;90600;90600;2023;2023;2; 722 ; 61,69 ;;
AT13;90700;90700;2023;2023;2; 582 ; 49,20 ;;
AT13;90800;90800;2023;2023;2; 395 ; 44,87 ;;
AT13;90900;90900;2023;2023;2; 768 ; 48,28 ;;
AT13;91000;91000;2023;2023;2; 8.594 ; 119,34 ;;
AT13;91100;91100;2023;2023;2; 4.523 ; 121,12 ;;
AT13;91200;91200;2023;2023;2; 4.045 ; 116,12 ;;
AT13;91300;91300;2023;2023;2; 1.122 ; 62,53 ;;
AT13;91400;91400;2023;2023;2; 2.657 ; 80,74 ;;
AT13;91500;91500;2023;2023;2; 2.925 ; 109,49 ;;
AT13;91600;91600;2023;2023;2; 3.337 ; 94,91 ;;
AT13;91700;91700;2023;2023;2; 1.563 ; 79,98 ;;
AT13;91800;91800;2023;2023;2; 1.001 ; 53,72 ;;
AT13;91900;91900;2023;2023;2; 1.621 ; 64,04 ;;
AT13;92000;92000;2023;2023;2; 3.394 ; 115,03 ;;
AT13;92100;92100;2023;2023;2; 6.503 ; 103,66 ;;
AT13;92200;92200;2023;2023;2; 5.993 ; 78,59 ;;
AT13;92300;92300;2023;2023;2; 3.399 ; 86,10 ;;
